"DOSE","DOSE_UNIT","COMPOUND_NAME","n","DOSE_LEVEL","SINGLE_REPEAT_TYPE","SACRIFICE_PERIOD","rDOSE_LEVEL"
30,"mg/kg","chlorpropamide",8,"Low","Single","3 hr","rLow"
30,"mg/kg","chlorpropamide",8,"Low","Single","6 hr","rLow"
30,"mg/kg","chlorpropamide",8,"Low","Single","9 hr","rLow"
30,"mg/kg","chlorpropamide",8,"Low","Single","24 hr","rLow"
30,"mg/kg","chlorpropamide",8,"Low","Repeat","4 day","rLow"
30,"mg/kg","chlorpropamide",8,"Low","Repeat","8 day","rLow"
30,"mg/kg","chlorpropamide",8,"Low","Repeat","15 day","rLow"
30,"mg/kg","chlorpropamide",8,"Low","Repeat","29 day","rLow"
30,"mg/kg","clofibrate",8,"Low","Single","3 hr","rLow"
30,"mg/kg","clofibrate",8,"Low","Single","6 hr","rLow"
30,"mg/kg","clofibrate",8,"Low","Single","9 hr","rLow"
30,"mg/kg","clofibrate",8,"Low","Single","24 hr","rLow"
30,"mg/kg","clofibrate",8,"Low","Repeat","4 day","rLow"
30,"mg/kg","clofibrate",8,"Low","Repeat","8 day","rLow"
30,"mg/kg","clofibrate",8,"Low","Repeat","15 day","rLow"
30,"mg/kg","clofibrate",8,"Low","Repeat","29 day","rLow"
30,"mg/kg","clomipramine",8,"Middle","Single","3 hr","rMiddle"
30,"mg/kg","clomipramine",8,"Middle","Single","6 hr","rMiddle"
30,"mg/kg","clomipramine",8,"Middle","Single","9 hr","rMiddle"
30,"mg/kg","clomipramine",8,"Middle","Single","24 hr","rMiddle"
30,"mg/kg","clomipramine",8,"Middle","Repeat","4 day","rMiddle"
30,"mg/kg","clomipramine",8,"Middle","Repeat","8 day","rMiddle"
30,"mg/kg","clomipramine",8,"Middle","Repeat","15 day","rMiddle"
30,"mg/kg","clomipramine",8,"Middle","Repeat","29 day","rMiddle"
30,"mg/kg","cyclosporine A",8,"Low","Single","3 hr","rMiddle"
30,"mg/kg","cyclosporine A",8,"Low","Single","6 hr","rMiddle"
30,"mg/kg","cyclosporine A",8,"Low","Single","9 hr","rMiddle"
30,"mg/kg","cyclosporine A",8,"Low","Single","24 hr","rMiddle"
30,"mg/kg","cyclosporine A",8,"Middle","Repeat","4 day","rMiddle"
30,"mg/kg","cyclosporine A",8,"Middle","Repeat","8 day","rMiddle"
30,"mg/kg","cyclosporine A",8,"Middle","Repeat","15 day","rMiddle"
30,"mg/kg","cyclosporine A",8,"Middle","Repeat","29 day","rMiddle"
30,"mg/kg","fluoxetine hydrochloride",8,"High","Single","3 hr","rHigh"
30,"mg/kg","fluoxetine hydrochloride",8,"High","Single","6 hr","rHigh"
30,"mg/kg","fluoxetine hydrochloride",8,"High","Single","9 hr","rHigh"
30,"mg/kg","fluoxetine hydrochloride",8,"High","Single","24 hr","rHigh"
30,"mg/kg","fluoxetine hydrochloride",8,"High","Repeat","4 day","rHigh"
30,"mg/kg","fluoxetine hydrochloride",8,"High","Repeat","8 day","rHigh"
30,"mg/kg","fluoxetine hydrochloride",8,"High","Repeat","15 day","rHigh"
30,"mg/kg","fluoxetine hydrochloride",8,"High","Repeat","29 day","rHigh"
30,"mg/kg","furosemide",8,"Low","Single","3 hr","rLow"
30,"mg/kg","furosemide",8,"Low","Single","6 hr","rLow"
30,"mg/kg","furosemide",8,"Low","Single","9 hr","rLow"
30,"mg/kg","furosemide",8,"Low","Single","24 hr","rLow"
30,"mg/kg","furosemide",8,"Low","Repeat","4 day","rLow"
30,"mg/kg","furosemide",8,"Low","Repeat","8 day","rLow"
30,"mg/kg","furosemide",8,"Low","Repeat","15 day","rLow"
30,"mg/kg","furosemide",8,"Low","Repeat","29 day","rLow"
30,"mg/kg","gemfibrozil",8,"Low","Single","3 hr","rLow"
30,"mg/kg","gemfibrozil",8,"Low","Single","6 hr","rLow"
30,"mg/kg","gemfibrozil",8,"Low","Single","9 hr","rLow"
30,"mg/kg","gemfibrozil",8,"Low","Single","24 hr","rLow"
30,"mg/kg","gemfibrozil",8,"Low","Repeat","4 day","rLow"
30,"mg/kg","gemfibrozil",8,"Low","Repeat","8 day","rLow"
30,"mg/kg","gemfibrozil",8,"Low","Repeat","15 day","rLow"
30,"mg/kg","gemfibrozil",8,"Low","Repeat","29 day","rLow"
30,"mg/kg","gentamicin",8,"Middle","Single","3 hr","rMiddle"
30,"mg/kg","gentamicin",8,"Middle","Single","6 hr","rMiddle"
30,"mg/kg","gentamicin",8,"Middle","Single","9 hr","rMiddle"
30,"mg/kg","gentamicin",8,"Middle","Single","24 hr","rMiddle"
30,"mg/kg","gentamicin",8,"Middle","Repeat","4 day","rMiddle"
30,"mg/kg","gentamicin",8,"Middle","Repeat","8 day","rMiddle"
30,"mg/kg","gentamicin",8,"Middle","Repeat","15 day","rMiddle"
30,"mg/kg","gentamicin",8,"Middle","Repeat","29 day","rMiddle"
30,"mg/kg","haloperidol",8,"High","Single","3 hr","rHigh"
30,"mg/kg","haloperidol",8,"High","Single","6 hr","rHigh"
30,"mg/kg","haloperidol",8,"High","Single","9 hr","rHigh"
30,"mg/kg","haloperidol",8,"High","Single","24 hr","rHigh"
30,"mg/kg","haloperidol",8,"High","Repeat","4 day","rHigh"
30,"mg/kg","haloperidol",8,"High","Repeat","8 day","rHigh"
30,"mg/kg","haloperidol",8,"High","Repeat","15 day","rHigh"
30,"mg/kg","haloperidol",8,"High","Repeat","29 day","rHigh"
30,"mg/kg","hydroxyzine",8,"Middle","Single","3 hr","rMiddle"
30,"mg/kg","hydroxyzine",8,"Middle","Single","6 hr","rMiddle"
30,"mg/kg","hydroxyzine",8,"Middle","Single","9 hr","rMiddle"
30,"mg/kg","hydroxyzine",8,"Middle","Single","24 hr","rMiddle"
30,"mg/kg","hydroxyzine",8,"Middle","Repeat","4 day","rMiddle"
30,"mg/kg","hydroxyzine",8,"Middle","Repeat","8 day","rMiddle"
30,"mg/kg","hydroxyzine",8,"Middle","Repeat","15 day","rMiddle"
30,"mg/kg","hydroxyzine",8,"Middle","Repeat","29 day","rMiddle"
30,"mg/kg","imipramine",8,"Middle","Single","3 hr","rMiddle"
30,"mg/kg","imipramine",8,"Middle","Single","6 hr","rMiddle"
30,"mg/kg","imipramine",8,"Middle","Single","9 hr","rMiddle"
30,"mg/kg","imipramine",8,"Middle","Single","24 hr","rMiddle"
30,"mg/kg","imipramine",8,"Middle","Repeat","4 day","rMiddle"
30,"mg/kg","imipramine",8,"Middle","Repeat","8 day","rMiddle"
30,"mg/kg","imipramine",8,"Middle","Repeat","15 day","rMiddle"
30,"mg/kg","imipramine",8,"Middle","Repeat","29 day","rMiddle"
30,"mg/kg","ketoconazole",8,"Middle","Single","3 hr","rMiddle"
30,"mg/kg","ketoconazole",8,"Middle","Single","6 hr","rMiddle"
30,"mg/kg","ketoconazole",8,"Middle","Single","9 hr","rMiddle"
30,"mg/kg","ketoconazole",8,"Middle","Single","24 hr","rMiddle"
30,"mg/kg","ketoconazole",8,"Middle","Repeat","4 day","rMiddle"
30,"mg/kg","ketoconazole",8,"Middle","Repeat","8 day","rMiddle"
30,"mg/kg","ketoconazole",8,"Middle","Repeat","15 day","rMiddle"
30,"mg/kg","ketoconazole",8,"Middle","Repeat","29 day","rMiddle"
30,"mg/kg","mefenamic acid",8,"Low","Single","3 hr","rLow"
30,"mg/kg","mefenamic acid",8,"Low","Single","6 hr","rLow"
30,"mg/kg","mefenamic acid",8,"Low","Single","9 hr","rLow"
30,"mg/kg","mefenamic acid",8,"Low","Single","24 hr","rLow"
30,"mg/kg","mefenamic acid",8,"Low","Repeat","4 day","rLow"
30,"mg/kg","mefenamic acid",8,"Low","Repeat","8 day","rLow"
30,"mg/kg","mefenamic acid",8,"Low","Repeat","15 day","rLow"
30,"mg/kg","mefenamic acid",8,"Low","Repeat","29 day","rLow"
30,"mg/kg","meloxicam",7,"Middle","Single","3 hr","rHigh"
30,"mg/kg","meloxicam",7,"Middle","Single","6 hr","rHigh"
30,"mg/kg","meloxicam",7,"Middle","Single","9 hr","rHigh"
30,"mg/kg","meloxicam",7,"Middle","Single","24 hr","rHigh"
30,"mg/kg","meloxicam",7,"High","Repeat","4 day","rHigh"
30,"mg/kg","meloxicam",7,"High","Repeat","8 day","rHigh"
30,"mg/kg","meloxicam",7,"High","Repeat","15 day","rHigh"
30,"mg/kg","methapyrilene",8,"Middle","Single","3 hr","rMiddle"
30,"mg/kg","methapyrilene",8,"Middle","Single","6 hr","rMiddle"
30,"mg/kg","methapyrilene",8,"Middle","Single","9 hr","rMiddle"
30,"mg/kg","methapyrilene",8,"Middle","Single","24 hr","rMiddle"
30,"mg/kg","methapyrilene",8,"Middle","Repeat","4 day","rMiddle"
30,"mg/kg","methapyrilene",8,"Middle","Repeat","8 day","rMiddle"
30,"mg/kg","methapyrilene",8,"Middle","Repeat","15 day","rMiddle"
30,"mg/kg","methapyrilene",8,"Middle","Repeat","29 day","rMiddle"
30,"mg/kg","methimazole",8,"Middle","Single","3 hr","rMiddle"
30,"mg/kg","methimazole",8,"Middle","Single","6 hr","rMiddle"
30,"mg/kg","methimazole",8,"Middle","Single","9 hr","rMiddle"
30,"mg/kg","methimazole",8,"Middle","Single","24 hr","rMiddle"
30,"mg/kg","methimazole",8,"Middle","Repeat","4 day","rMiddle"
30,"mg/kg","methimazole",8,"Middle","Repeat","8 day","rMiddle"
30,"mg/kg","methimazole",8,"Middle","Repeat","15 day","rMiddle"
30,"mg/kg","methimazole",8,"Middle","Repeat","29 day","rMiddle"
30,"mg/kg","methylene dianiline",8,"Low","Single","3 hr","rMiddle"
30,"mg/kg","methylene dianiline",8,"Low","Single","6 hr","rMiddle"
30,"mg/kg","methylene dianiline",8,"Low","Single","9 hr","rMiddle"
30,"mg/kg","methylene dianiline",8,"Low","Single","24 hr","rMiddle"
30,"mg/kg","methylene dianiline",8,"Middle","Repeat","4 day","rMiddle"
30,"mg/kg","methylene dianiline",8,"Middle","Repeat","8 day","rMiddle"
30,"mg/kg","methylene dianiline",8,"Middle","Repeat","15 day","rMiddle"
30,"mg/kg","methylene dianiline",8,"Middle","Repeat","29 day","rMiddle"
30,"mg/kg","methyltestosterone",8,"Low","Single","3 hr","rLow"
30,"mg/kg","methyltestosterone",8,"Low","Single","6 hr","rLow"
30,"mg/kg","methyltestosterone",8,"Low","Single","9 hr","rLow"
30,"mg/kg","methyltestosterone",8,"Low","Single","24 hr","rLow"
30,"mg/kg","methyltestosterone",8,"Low","Repeat","4 day","rLow"
30,"mg/kg","methyltestosterone",8,"Low","Repeat","8 day","rLow"
30,"mg/kg","methyltestosterone",8,"Low","Repeat","15 day","rLow"
30,"mg/kg","methyltestosterone",8,"Low","Repeat","29 day","rLow"
30,"mg/kg","monocrotaline",7,"High","Single","3 hr","rHigh"
30,"mg/kg","monocrotaline",7,"High","Single","6 hr","rHigh"
30,"mg/kg","monocrotaline",7,"High","Single","9 hr","rHigh"
30,"mg/kg","monocrotaline",7,"High","Single","24 hr","rHigh"
30,"mg/kg","monocrotaline",7,"High","Repeat","4 day","rHigh"
30,"mg/kg","monocrotaline",7,"High","Repeat","8 day","rHigh"
30,"mg/kg","monocrotaline",7,"High","Repeat","15 day","rHigh"
30,"mg/kg","nimesulide",8,"Low","Single","3 hr","rMiddle"
30,"mg/kg","nimesulide",8,"Low","Single","6 hr","rMiddle"
30,"mg/kg","nimesulide",8,"Low","Single","9 hr","rMiddle"
30,"mg/kg","nimesulide",8,"Low","Single","24 hr","rMiddle"
30,"mg/kg","nimesulide",8,"Middle","Repeat","4 day","rMiddle"
30,"mg/kg","nimesulide",8,"Middle","Repeat","8 day","rMiddle"
30,"mg/kg","nimesulide",8,"Middle","Repeat","15 day","rMiddle"
30,"mg/kg","nimesulide",8,"Middle","Repeat","29 day","rMiddle"
30,"mg/kg","nitrofurazone",8,"Low","Single","3 hr","rMiddle"
30,"mg/kg","nitrofurazone",8,"Low","Single","6 hr","rMiddle"
30,"mg/kg","nitrofurazone",8,"Low","Single","9 hr","rMiddle"
30,"mg/kg","nitrofurazone",8,"Low","Single","24 hr","rMiddle"
30,"mg/kg","nitrofurazone",8,"Middle","Repeat","4 day","rMiddle"
30,"mg/kg","nitrofurazone",8,"Middle","Repeat","8 day","rMiddle"
30,"mg/kg","nitrofurazone",8,"Middle","Repeat","15 day","rMiddle"
30,"mg/kg","nitrofurazone",8,"Middle","Repeat","29 day","rMiddle"
30,"mg/kg","nitrosodiethylamine",7,"Middle","Single","3 hr","rHigh"
30,"mg/kg","nitrosodiethylamine",7,"Middle","Single","6 hr","rHigh"
30,"mg/kg","nitrosodiethylamine",7,"Middle","Single","9 hr","rHigh"
30,"mg/kg","nitrosodiethylamine",7,"Middle","Single","24 hr","rHigh"
30,"mg/kg","nitrosodiethylamine",7,"High","Repeat","4 day","rHigh"
30,"mg/kg","nitrosodiethylamine",7,"High","Repeat","8 day","rHigh"
30,"mg/kg","nitrosodiethylamine",7,"High","Repeat","15 day","rHigh"
30,"mg/kg","propylthiouracil",8,"Middle","Single","3 hr","rMiddle"
30,"mg/kg","propylthiouracil",8,"Middle","Single","6 hr","rMiddle"
30,"mg/kg","propylthiouracil",8,"Middle","Single","9 hr","rMiddle"
30,"mg/kg","propylthiouracil",8,"Middle","Single","24 hr","rMiddle"
30,"mg/kg","propylthiouracil",8,"Middle","Repeat","4 day","rMiddle"
30,"mg/kg","propylthiouracil",8,"Middle","Repeat","8 day","rMiddle"
30,"mg/kg","propylthiouracil",8,"Middle","Repeat","15 day","rMiddle"
30,"mg/kg","propylthiouracil",8,"Middle","Repeat","29 day","rMiddle"
30,"mg/kg","tacrine",8,"High","Single","3 hr","rHigh"
30,"mg/kg","tacrine",8,"High","Single","6 hr","rHigh"
30,"mg/kg","tacrine",8,"High","Single","9 hr","rHigh"
30,"mg/kg","tacrine",8,"High","Single","24 hr","rHigh"
30,"mg/kg","tacrine",8,"High","Repeat","4 day","rHigh"
30,"mg/kg","tacrine",8,"High","Repeat","8 day","rHigh"
30,"mg/kg","tacrine",8,"High","Repeat","15 day","rHigh"
30,"mg/kg","tacrine",8,"High","Repeat","29 day","rHigh"
30,"mg/kg","thioridazine",8,"Middle","Single","3 hr","rMiddle"
30,"mg/kg","thioridazine",8,"Middle","Single","6 hr","rMiddle"
30,"mg/kg","thioridazine",8,"Middle","Single","9 hr","rMiddle"
30,"mg/kg","thioridazine",8,"Middle","Single","24 hr","rMiddle"
30,"mg/kg","thioridazine",8,"Middle","Repeat","4 day","rMiddle"
30,"mg/kg","thioridazine",8,"Middle","Repeat","8 day","rMiddle"
30,"mg/kg","thioridazine",8,"Middle","Repeat","15 day","rMiddle"
30,"mg/kg","thioridazine",8,"Middle","Repeat","29 day","rMiddle"
30,"mg/kg","vitamin A",8,"Middle","Single","3 hr","rMiddle"
30,"mg/kg","vitamin A",8,"Middle","Single","6 hr","rMiddle"
30,"mg/kg","vitamin A",8,"Middle","Single","9 hr","rMiddle"
30,"mg/kg","vitamin A",8,"Middle","Single","24 hr","rMiddle"
30,"mg/kg","vitamin A",8,"Middle","Repeat","4 day","rMiddle"
30,"mg/kg","vitamin A",8,"Middle","Repeat","8 day","rMiddle"
30,"mg/kg","vitamin A",8,"Middle","Repeat","15 day","rMiddle"
30,"mg/kg","vitamin A",8,"Middle","Repeat","29 day","rMiddle"
30,"mg/kg","WY-14643",8,"Middle","Single","3 hr","rMiddle"
30,"mg/kg","WY-14643",8,"Middle","Single","6 hr","rMiddle"
30,"mg/kg","WY-14643",8,"Middle","Single","9 hr","rMiddle"
30,"mg/kg","WY-14643",8,"Middle","Single","24 hr","rMiddle"
30,"mg/kg","WY-14643",8,"Middle","Repeat","4 day","rMiddle"
30,"mg/kg","WY-14643",8,"Middle","Repeat","8 day","rMiddle"
30,"mg/kg","WY-14643",8,"Middle","Repeat","15 day","rMiddle"
30,"mg/kg","WY-14643",8,"Middle","Repeat","29 day","rMiddle"
40,"mg/kg","disopyramide",8,"Low","Single","3 hr","rLow"
40,"mg/kg","disopyramide",8,"Low","Single","6 hr","rLow"
40,"mg/kg","disopyramide",8,"Low","Single","9 hr","rLow"
40,"mg/kg","disopyramide",8,"Low","Single","24 hr","rLow"
40,"mg/kg","disopyramide",8,"Low","Repeat","4 day","rLow"
40,"mg/kg","disopyramide",8,"Low","Repeat","8 day","rLow"
40,"mg/kg","disopyramide",8,"Low","Repeat","15 day","rLow"
40,"mg/kg","disopyramide",8,"Low","Repeat","29 day","rLow"
40,"mg/kg","mexiletine",8,"Low","Single","3 hr","rLow"
40,"mg/kg","mexiletine",8,"Low","Single","6 hr","rLow"
40,"mg/kg","mexiletine",8,"Low","Single","9 hr","rLow"
40,"mg/kg","mexiletine",8,"Low","Single","24 hr","rLow"
40,"mg/kg","mexiletine",8,"Low","Repeat","4 day","rLow"
40,"mg/kg","mexiletine",8,"Low","Repeat","8 day","rLow"
40,"mg/kg","mexiletine",8,"Low","Repeat","15 day","rLow"
40,"mg/kg","mexiletine",8,"Low","Repeat","29 day","rLow"
40,"mg/kg","papaverine",8,"Low","Single","3 hr","rLow"
40,"mg/kg","papaverine",8,"Low","Single","6 hr","rLow"
40,"mg/kg","papaverine",8,"Low","Single","9 hr","rLow"
40,"mg/kg","papaverine",8,"Low","Single","24 hr","rLow"
40,"mg/kg","papaverine",8,"Low","Repeat","4 day","rLow"
40,"mg/kg","papaverine",8,"Low","Repeat","8 day","rLow"
40,"mg/kg","papaverine",8,"Low","Repeat","15 day","rLow"
40,"mg/kg","papaverine",8,"Low","Repeat","29 day","rLow"
40,"mg/kg","puromycin aminonucleoside",6,"Middle","Single","3 hr","rHigh"
40,"mg/kg","puromycin aminonucleoside",6,"Middle","Single","6 hr","rHigh"
40,"mg/kg","puromycin aminonucleoside",6,"Middle","Single","9 hr","rHigh"
40,"mg/kg","puromycin aminonucleoside",6,"Middle","Single","24 hr","rHigh"
40,"mg/kg","puromycin aminonucleoside",6,"High","Repeat","4 day","rHigh"
40,"mg/kg","puromycin aminonucleoside",6,"High","Repeat","8 day","rHigh"
40,"mg/kg","simvastatin",8,"Low","Single","3 hr","rLow"
40,"mg/kg","simvastatin",8,"Low","Single","6 hr","rLow"
40,"mg/kg","simvastatin",8,"Low","Single","9 hr","rLow"
40,"mg/kg","simvastatin",8,"Low","Single","24 hr","rLow"
40,"mg/kg","simvastatin",8,"Low","Repeat","4 day","rLow"
40,"mg/kg","simvastatin",8,"Low","Repeat","8 day","rLow"
40,"mg/kg","simvastatin",8,"Low","Repeat","15 day","rLow"
40,"mg/kg","simvastatin",8,"Low","Repeat","29 day","rLow"
45,"mg/kg","chlorpromazine",8,"High","Repeat","4 day","rHigh"
45,"mg/kg","chlorpromazine",8,"High","Repeat","8 day","rHigh"
45,"mg/kg","chlorpromazine",8,"High","Repeat","15 day","rHigh"
45,"mg/kg","chlorpromazine",8,"High","Repeat","29 day","rHigh"
45,"mg/kg","chlorpromazine",8,"Low","Single","3 hr","rHigh"
45,"mg/kg","chlorpromazine",8,"Low","Single","6 hr","rHigh"
45,"mg/kg","chlorpromazine",8,"Low","Single","9 hr","rHigh"
45,"mg/kg","chlorpromazine",8,"Low","Single","24 hr","rHigh"
45,"mg/kg","labetalol",8,"Low","Single","3 hr","rLow"
45,"mg/kg","labetalol",8,"Low","Single","6 hr","rLow"
45,"mg/kg","labetalol",8,"Low","Single","9 hr","rLow"
45,"mg/kg","labetalol",8,"Low","Single","24 hr","rLow"
45,"mg/kg","labetalol",8,"Low","Repeat","4 day","rLow"
45,"mg/kg","labetalol",8,"Low","Repeat","8 day","rLow"
45,"mg/kg","labetalol",8,"Low","Repeat","15 day","rLow"
45,"mg/kg","labetalol",8,"Low","Repeat","29 day","rLow"
45,"mg/kg","thioacetamide",8,"High","Single","3 hr","rHigh"
45,"mg/kg","thioacetamide",8,"High","Single","6 hr","rHigh"
45,"mg/kg","thioacetamide",8,"High","Single","9 hr","rHigh"
45,"mg/kg","thioacetamide",8,"High","Single","24 hr","rHigh"
45,"mg/kg","thioacetamide",8,"High","Repeat","4 day","rHigh"
45,"mg/kg","thioacetamide",8,"High","Repeat","8 day","rHigh"
45,"mg/kg","thioacetamide",8,"High","Repeat","15 day","rHigh"
45,"mg/kg","thioacetamide",8,"High","Repeat","29 day","rHigh"
45,"mg/kg","valproic acid",8,"Low","Single","3 hr","rLow"
45,"mg/kg","valproic acid",8,"Low","Single","6 hr","rLow"
45,"mg/kg","valproic acid",8,"Low","Single","9 hr","rLow"
45,"mg/kg","valproic acid",8,"Low","Single","24 hr","rLow"
45,"mg/kg","valproic acid",8,"Low","Repeat","4 day","rLow"
45,"mg/kg","valproic acid",8,"Low","Repeat","8 day","rLow"
45,"mg/kg","valproic acid",8,"Low","Repeat","15 day","rLow"
45,"mg/kg","valproic acid",8,"Low","Repeat","29 day","rLow"
50,"mg/kg","allopurinol",8,"Middle","Single","3 hr","rMiddle"
50,"mg/kg","allopurinol",8,"Middle","Single","6 hr","rMiddle"
50,"mg/kg","allopurinol",8,"Middle","Single","9 hr","rMiddle"
50,"mg/kg","allopurinol",8,"Middle","Single","24 hr","rMiddle"
50,"mg/kg","allopurinol",8,"Middle","Repeat","4 day","rMiddle"
50,"mg/kg","allopurinol",8,"Middle","Repeat","8 day","rMiddle"
50,"mg/kg","allopurinol",8,"Middle","Repeat","15 day","rMiddle"
50,"mg/kg","allopurinol",8,"Middle","Repeat","29 day","rMiddle"
50,"mg/kg","amitriptyline",8,"Middle","Single","3 hr","rMiddle"
50,"mg/kg","amitriptyline",8,"Middle","Single","6 hr","rMiddle"
50,"mg/kg","amitriptyline",8,"Middle","Single","9 hr","rMiddle"
50,"mg/kg","amitriptyline",8,"Middle","Single","24 hr","rMiddle"
50,"mg/kg","amitriptyline",8,"Middle","Repeat","4 day","rMiddle"
50,"mg/kg","amitriptyline",8,"Middle","Repeat","8 day","rMiddle"
50,"mg/kg","amitriptyline",8,"Middle","Repeat","15 day","rMiddle"
50,"mg/kg","amitriptyline",8,"Middle","Repeat","29 day","rMiddle"
50,"mg/kg","chlormezanone",8,"Low","Single","3 hr","rLow"
50,"mg/kg","chlormezanone",8,"Low","Single","6 hr","rLow"
50,"mg/kg","chlormezanone",8,"Low","Single","9 hr","rLow"
50,"mg/kg","chlormezanone",8,"Low","Single","24 hr","rLow"
50,"mg/kg","chlormezanone",8,"Low","Repeat","4 day","rLow"
50,"mg/kg","chlormezanone",8,"Low","Repeat","8 day","rLow"
50,"mg/kg","chlormezanone",8,"Low","Repeat","15 day","rLow"
50,"mg/kg","chlormezanone",8,"Low","Repeat","29 day","rLow"
50,"mg/kg","coumarin",8,"Middle","Single","3 hr","rMiddle"
50,"mg/kg","coumarin",8,"Middle","Single","6 hr","rMiddle"
50,"mg/kg","coumarin",8,"Middle","Single","9 hr","rMiddle"
50,"mg/kg","coumarin",8,"Middle","Single","24 hr","rMiddle"
50,"mg/kg","coumarin",8,"Middle","Repeat","4 day","rMiddle"
50,"mg/kg","coumarin",8,"Middle","Repeat","8 day","rMiddle"
50,"mg/kg","coumarin",8,"Middle","Repeat","15 day","rMiddle"
50,"mg/kg","coumarin",8,"Middle","Repeat","29 day","rMiddle"
50,"mg/kg","flutamide",8,"Middle","Single","3 hr","rMiddle"
50,"mg/kg","flutamide",8,"Middle","Single","6 hr","rMiddle"
50,"mg/kg","flutamide",8,"Middle","Single","9 hr","rMiddle"
50,"mg/kg","flutamide",8,"Middle","Single","24 hr","rMiddle"
50,"mg/kg","flutamide",8,"Middle","Repeat","4 day","rMiddle"
50,"mg/kg","flutamide",8,"Middle","Repeat","8 day","rMiddle"
50,"mg/kg","flutamide",8,"Middle","Repeat","15 day","rMiddle"
50,"mg/kg","flutamide",8,"Middle","Repeat","29 day","rMiddle"
50,"mg/kg","moxisylyte",8,"Low","Single","3 hr","rLow"
50,"mg/kg","moxisylyte",8,"Low","Single","6 hr","rLow"
50,"mg/kg","moxisylyte",8,"Low","Single","9 hr","rLow"
50,"mg/kg","moxisylyte",8,"Low","Single","24 hr","rLow"
50,"mg/kg","moxisylyte",8,"Low","Repeat","4 day","rLow"
50,"mg/kg","moxisylyte",8,"Low","Repeat","8 day","rLow"
50,"mg/kg","moxisylyte",8,"Low","Repeat","15 day","rLow"
50,"mg/kg","moxisylyte",8,"Low","Repeat","29 day","rLow"
50,"mg/kg","perhexiline",8,"Middle","Single","3 hr","rMiddle"
50,"mg/kg","perhexiline",8,"Middle","Single","6 hr","rMiddle"
50,"mg/kg","perhexiline",8,"Middle","Single","9 hr","rMiddle"
50,"mg/kg","perhexiline",8,"Middle","Single","24 hr","rMiddle"
50,"mg/kg","perhexiline",8,"Middle","Repeat","4 day","rMiddle"
50,"mg/kg","perhexiline",8,"Middle","Repeat","8 day","rMiddle"
50,"mg/kg","perhexiline",8,"Middle","Repeat","15 day","rMiddle"
50,"mg/kg","perhexiline",8,"Middle","Repeat","29 day","rMiddle"
50,"mg/kg","propranolol",8,"Middle","Single","3 hr","rMiddle"
50,"mg/kg","propranolol",8,"Middle","Single","6 hr","rMiddle"
50,"mg/kg","propranolol",8,"Middle","Single","9 hr","rMiddle"
50,"mg/kg","propranolol",8,"Middle","Single","24 hr","rMiddle"
50,"mg/kg","propranolol",8,"Middle","Repeat","4 day","rMiddle"
50,"mg/kg","propranolol",8,"Middle","Repeat","8 day","rMiddle"
50,"mg/kg","propranolol",8,"Middle","Repeat","15 day","rMiddle"
50,"mg/kg","propranolol",8,"Middle","Repeat","29 day","rMiddle"
50,"mg/kg","rotenone",8,"High","Single","3 hr","rHigh"
50,"mg/kg","rotenone",8,"High","Single","6 hr","rHigh"
50,"mg/kg","rotenone",8,"High","Single","9 hr","rHigh"
50,"mg/kg","rotenone",8,"High","Single","24 hr","rHigh"
50,"mg/kg","rotenone",8,"High","Repeat","4 day","rHigh"
50,"mg/kg","rotenone",8,"High","Repeat","8 day","rHigh"
50,"mg/kg","rotenone",8,"High","Repeat","15 day","rHigh"
50,"mg/kg","rotenone",8,"High","Repeat","29 day","rHigh"
50,"mg/kg","sulindac",8,"Middle","Single","3 hr","rHigh"
50,"mg/kg","sulindac",8,"Middle","Single","6 hr","rHigh"
50,"mg/kg","sulindac",8,"Middle","Single","9 hr","rHigh"
50,"mg/kg","sulindac",8,"Middle","Single","24 hr","rHigh"
50,"mg/kg","sulindac",8,"High","Repeat","4 day","rHigh"
50,"mg/kg","sulindac",8,"High","Repeat","8 day","rHigh"
50,"mg/kg","sulindac",8,"High","Repeat","15 day","rHigh"
50,"mg/kg","sulindac",8,"High","Repeat","29 day","rHigh"
50,"mg/kg","triamterene",8,"Middle","Single","3 hr","rMiddle"
50,"mg/kg","triamterene",8,"Middle","Single","6 hr","rMiddle"
50,"mg/kg","triamterene",8,"Middle","Single","9 hr","rMiddle"
50,"mg/kg","triamterene",8,"Middle","Single","24 hr","rMiddle"
50,"mg/kg","triamterene",8,"Middle","Repeat","4 day","rMiddle"
50,"mg/kg","triamterene",8,"Middle","Repeat","8 day","rMiddle"
50,"mg/kg","triamterene",8,"Middle","Repeat","15 day","rMiddle"
50,"mg/kg","triamterene",8,"Middle","Repeat","29 day","rMiddle"
50,"mg/kg","trimethadione",8,"Low","Single","3 hr","rLow"
50,"mg/kg","trimethadione",8,"Low","Single","6 hr","rLow"
50,"mg/kg","trimethadione",8,"Low","Single","9 hr","rLow"
50,"mg/kg","trimethadione",8,"Low","Single","24 hr","rLow"
50,"mg/kg","trimethadione",8,"Low","Repeat","4 day","rLow"
50,"mg/kg","trimethadione",8,"Low","Repeat","8 day","rLow"
50,"mg/kg","trimethadione",8,"Low","Repeat","15 day","rLow"
50,"mg/kg","trimethadione",8,"Low","Repeat","29 day","rLow"
60,"mg/kg","2,4-dinitrophenol",8,"High","Single","3 hr","rHigh"
